Cidade,Nome,Estado (Lista),País,Estado,Município IBGE,Percentual de ISS,Distrito
3149150,Pedras Maria da Cruz,MG,1,MG,,0,
3537008,Pedregulho,SP,1,SP,,0,
3537107,Pedreira,SP,1,SP,,0,
2108207,Pedreiras,MA,1,MA,,0,
2805109,Pedrinhas,SE,1,SE,,0,
3537156,Pedrinhas Paulista,SP,1,SP,,0,
3149200,Pedrinopolis,MG,1,MG,,0,
1716505,Pedro Afonso,TO,1,TO,,0,
2924207,Pedro Alexandre,BA,1,BA,,0,
2409704,Pedro Avelino,RN,1,RN,,0,
3204054,Pedro Canario,ES,1,ES,,0,
3537206,Pedro de Toledo,SP,1,SP,,0,
5006408,Pedro Gomes,MS,1,MS,,0,
2207900,Pedro II,PI,1,PI,,0,
3149309,Pedro Leopoldo,MG,1,MG,,0,
4314209,Pedro Osorio,RS,1,RS,,0,
3149408,Pedro Teixeira,MG,1,MG,,0,
2409803,Pedro Velho,RN,1,RN,,0,
1716604,Peixe,TO,1,TO,,0,
1505601,Peixe-Boi,PA,1,PA,,0,
5106422,Peixoto de Azevedo,MT,1,MT,,0,
4314308,Pejucara,RS,1,RS,,0,
4314407,Pelotas,RS,1,RS,,0,
2310605,Penaforte,CE,1,CE,,0,
2108306,Penalva,MA,1,MA,,0,
3537305,Penapolis,SP,1,SP,,0,
2409902,Pendencias,RN,1,RN,,0,
2706703,Penedo,AL,1,AL,,0,
4212502,Penha,SC,1,SC,,0,
2310704,Pentecoste,CE,1,CE,,0,
3149507,Pequeri,MG,1,MG,,0,
3149606,Pequi,MG,1,MG,,0,
1716653,Pequizeiro,TO,1,TO,,0,
3149705,Perdigao,MG,1,MG,,0,
3149804,Perdizes,MG,1,MG,,0,
3149903,Perdoes,MG,1,MG,,0,
3537404,Pereira Barreto,SP,1,SP,,0,
3537503,Pereiras,SP,1,SP,,0,
2310803,Pereiro,CE,1,CE,,0,
2108405,Peri Mirim,MA,1,MA,,0,
4212601,Peritiba,SC,1,SC,,0,
4118907,Perola,PR,1,PR,,0,
4119004,Perola d'Oeste,PR,1,PR,,0,
5216452,Perolandia,GO,1,GO,,0,
3537602,Peruibe,SP,1,SP,,0,
3150000,Pescador,MG,1,MG,,0,
2610905,Pesqueira,PE,1,PE,,0,
2611002,Petrolandia,PE,1,PE,,0,
4212700,Petrolandia,SC,1,SC,,0,
2611101,Petrolina,PE,1,PE,,0,
5216809,Petrolina de Goias,GO,1,GO,,0,
3303906,Petropolis,RJ,1,RJ,,0,
2706802,Piacabucu,AL,1,AL,,0,
3537701,Piacatu,SP,1,SP,,0,
2511301,Pianco,PB,1,PB,,0,
2924306,Piata,BA,1,BA,,0,
3150109,Piau,MG,1,MG,,0,
4314423,Picada Cafe,RS,1,RS,,0,
2208007,Picos,PI,1,PI,,0,
2511400,Picui,PB,1,PB,,0,
3537800,Piedade,SP,1,SP,,0,
3150406,Piedade dos Gerais,MG,1,MG,,0,
3150208,Piedade Ponte Nova,MG,1,MG,,0,
3150307,Piedade Rio Grande,MG,1,MG,,0,
4119103,Pien,PR,1,PR,,0,
2924405,Pilao Arcado,BA,1,BA,,0,
2511509,Pilar,PB,1,PB,,0,
2706901,Pilar,AL,1,AL,,0,
5216908,Pilar de Goias,GO,1,GO,,0,
3537909,Pilar do Sul,SP,1,SP,,0,
2410009,Piloes,RN,1,RN,,0,
2511608,Piloes,PB,1,PB,,0,
2511707,Piloezinhos,PB,1,PB,,0,
3150505,Pimenta,MG,1,MG,,0,
1100189,Pimenta Bueno,RO,1,RO,,0,
2208106,Pimenteiras,PI,1,PI,,0,
2924504,Pindai,BA,1,BA,,0,
3538006,Pindamonhangaba,SP,1,SP,,0,
2108504,Pindare Mirim,MA,1,MA,,0,
2707008,Pindoba,AL,1,AL,,0,
2924603,Pindobacu,BA,1,BA,,0,
3538105,Pindorama,SP,1,SP,,0,
1717008,Pindorama Tocantins,TO,1,TO,,0,
2310852,Pindoretama,CE,1,CE,,0,
4119152,Pinhais,PR,1,PR,,0,
4314456,Pinhal,RS,1,RS,,0,
4119251,Pinhal de Sao Bento,PR,1,PR,,0,
4314472,Pinhal Grande,RS,1,RS,,0,
4119202,Pinhalao,PR,1,PR,,0,
3538204,Pinhalzinho,SP,1,SP,,0,
4212908,Pinhalzinho,SC,1,SC,,0,
2805208,Pinhao,SE,1,SE,,0,
4119301,Pinhao,PR,1,PR,,0,
4314498,Pinheirinho do Vale,RS,1,RS,,0,
2108603,Pinheiro,MA,1,MA,,0,
4314506,Pinheiro Machado,RS,1,RS,,0,
4213005,Pinheiro Preto,SC,1,SC,,0,
3204104,Pinheiros,ES,1,ES,,0,
2924652,Pintadas,BA,1,BA,,0,
4314548,PINTO BANDEIRA,RS,1,RS,,0,
2208205,Pio IX,PI,1,PI,,0,
2108702,Pio XII,MA,1,MA,,0,
3538303,Piquerobi,SP,1,SP,,0,
2310902,Piquet Carneiro,CE,1,CE,,0,
3538501,Piquete,SP,1,SP,,0,
3538600,Piracaia,SP,1,SP,,0,
5217104,Piracanjuba,GO,1,GO,,0,
3150604,Piracema,MG,1,MG,,0,
3538709,Piracicaba,SP,1,SP,,0,
2208304,Piracuruca,PI,1,PI,,0,
3304003,Pirai,RJ,1,RJ,,0,
2924678,Pirai do Norte,BA,1,BA,,0,
4119400,Pirai do Sul,PR,1,PR,,0,
3538808,Piraju,SP,1,SP,,0,
3150703,Pirajuba,MG,1,MG,,0,
3538907,Pirajui,SP,1,SP,,0,
2805307,Pirambu,SE,1,SE,,0,
3150802,Piranga,MG,1,MG,,0,
3539004,Pirangi,SP,1,SP,,0,
3150901,Pirangucu,MG,1,MG,,0,
3151008,Piranguinho,MG,1,MG,,0,
2707107,Piranhas,AL,1,AL,,0,
5217203,Piranhas,GO,1,GO,,0,
2108801,Pirapemas,MA,1,MA,,0,
3151107,Pirapetinga,MG,1,MG,,0,
4314555,Pirapo,RS,1,RS,,0,
3151206,Pirapora,MG,1,MG,,0,
3539103,Pirapora Bom Jesus,SP,1,SP,,0,
3539202,Pirapozinho,SP,1,SP,,0,
4119509,Piraquara,PR,1,PR,,0,
1717206,Piraque,TO,1,TO,,0,
3539301,Pirassununga,SP,1,SP,,0,
4314605,Piratini,RS,1,RS,,0,
3539400,Piratininga,SP,1,SP,,0,
4213104,Piratuba,SC,1,SC,,0,
3151305,Pirauba,MG,1,MG,,0,
5217302,Pirenopolis,GO,1,GO,,0,
5217401,Pires do Rio,GO,1,GO,,0,
2310951,Pires Ferreira,CE,1,CE,,0,
2924702,Piripa,BA,1,BA,,0,
2208403,Piripiri,PI,1,PI,,0,
2924801,Piritiba,BA,1,BA,,0,
2511806,Pirpirituba,PB,1,PB,,0,
4119608,Pitanga,PR,1,PR,,0,
3539509,Pitangueiras,SP,1,SP,,0,
4119657,Pitangueiras,PR,1,PR,,0,
3151404,Pitangui,MG,1,MG,,0,
2511905,Pitimbu,PB,1,PB,,0,
3151503,Piui,MG,1,MG,,0,
1717503,Pium,TO,1,TO,,0,
3204203,Piuma,ES,1,ES,,0,
1200385,Placido de Castro,AC,1,AC,,0,
5217609,Planaltina,GO,1,GO,,0,
4119707,Planaltina do Parana,PR,1,PR,,0,
2924900,Planaltino,BA,1,BA,,0,
2925006,Planalto,BA,1,BA,,0,
3539608,Planalto,SP,1,SP,,0,
4119806,Planalto,PR,1,PR,,0,
4314704,Planalto,RS,1,RS,,0,
4213153,Planalto Alegre,SC,1,SC,,0,
5106455,Planalto da Serra,MT,1,MT,,0,
3151602,Planura,MG,1,MG,,0,
3539707,Platina,SP,1,SP,,0,
3539806,Poa,SP,1,SP,,0,
2611200,Pocao,PE,1,PE,,0,
2108900,Pocao de Pedras,MA,1,MA,,0,
2512002,Pocinhos,PB,1,PB,,0,
2410108,Poco Branco,RN,1,RN,,0,
4314753,Poco das Antas,RS,1,RS,,0,
3151701,Poco Fundo,MG,1,MG,,0,
2805406,Poco Redondo,SE,1,SE,,0,
2707206,Poco Trincheiras,AL,1,AL,,0,
2805505,Poco Verde,SE,1,SE,,0,
2925105,Pocoes,BA,1,BA,,0,
5106505,Pocone,MT,1,MT,,0,
3151800,Pocos de Caldas,MG,1,MG,,0,
3151909,Pocrane,MG,1,MG,,0,
2925204,Pojuca,BA,1,BA,,0,
3539905,Poloni,SP,1,SP,,0,
2512101,Pombal,PB,1,PB,,0,
2611309,Pombos,PE,1,PE,,0,
4213203,Pomerode,SC,1,SC,,0,
3540002,Pompeia,SP,1,SP,,0,
3152006,Pompeu,MG,1,MG,,0,
3540101,Pongai,SP,1,SP,,0,
1505700,Ponta de Pedras,PA,1,PA,,0,
4119905,Ponta Grossa,PR,1,PR,,0,
5006606,Ponta Pora,MS,1,MS,,0,
3540200,Pontal,SP,1,SP,,0,
5106653,Pontal do Araguaia,MT,1,MT,,0,
5217708,Pontalina,GO,1,GO,,0,
3540259,Pontalinda,SP,1,SP,,0,
4314779,Pontao,RS,1,RS,,0,
4213302,Ponte Alta,SC,1,SC,,0,
1717800,Ponte Alta Bom Jesus,TO,1,TO,,0,
4213351,Ponte Alta do Norte,SC,1,SC,,0,
1717909,Ponte Alta Tocantins,TO,1,TO,,0,
5106703,Ponte Branca,MT,1,MT,,0,
3152105,Ponte Nova,MG,1,MG,,0,
4314787,Ponte Preta,RS,1,RS,,0,
4213401,Ponte Serrada,SC,1,SC,,0,
5106752,Pontes e Lacerda,MT,1,MT,,0,
3540309,Pontes Gestal,SP,1,SP,,0,
2925253,Ponto Novo,BA,1,BA,,0,
3540408,Populina,SP,1,SP,,0,
2311009,Poranga,CE,1,CE,,0,
3540507,Porangaba,SP,1,SP,,0,
5218003,Porangatu,GO,1,GO,,0,
3304102,Porciuncula,RJ,1,RJ,,0,
4120002,Porecatu,PR,1,PR,,0,
2410207,Portalegre,RN,1,RN,,0,
4314803,Portao,RS,1,RS,,0,
2311108,Porteiras,CE,1,CE,,0,
3152204,Porteirinha,MG,1,MG,,0,
1505809,Portel,PA,1,PA,,0,
5218102,Portelandia,GO,1,GO,,0,
2208502,Porto,PI,1,PI,,0,
1200807,Porto Acre,AC,1,AC,,0,
4314902,Porto Alegre,RS,1,RS,,0,
5106778,Porto Alegre Norte,MT,1,MT,,0,
1718006,Porto Alegre Tocant.,TO,1,TO,,0,
4120101,Porto Amazonas,PR,1,PR,,0,
4213500,Porto Belo,SC,1,SC,,0,
2707305,Porto Calvo,AL,1,AL,,0,
2805604,Porto da Folha,SE,1,SE,,0,
2707404,Porto das Pedras,AL,1,AL,,0,
1505908,Porto de Moz,PA,1,PA,,0,
5106802,Porto dos Gauchos,MT,1,MT,,0,
5106828,Porto Esperidiao,MT,1,MT,,0,
5106851,Porto Estrela,MT,1,MT,,0,
3540606,Porto Feliz,SP,1,SP,,0,
3540705,Porto Ferreira,SP,1,SP,,0,
3152303,Porto Firme,MG,1,MG,,0,
2109007,Porto Franco,MA,1,MA,,0,
1600535,Porto Grande,AP,1,AP,,0,
4315008,Porto Lucena,RS,1,RS,,0,
4315057,Porto Maua,RS,1,RS,,0,
5006903,Porto Murtinho,MS,1,MS,,0,
1718204,Porto Nacional,TO,1,TO,,0,
2707503,Porto Real Colegio,AL,1,AL,,0,
4120200,Porto Rico,PR,1,PR,,0,
2925303,Porto Seguro,BA,1,BA,,0,
4213609,Porto Uniao,SC,1,SC,,0,
1100205,Porto Velho,RO,1,RO,,0,
4315073,Porto Vera Cruz,RS,1,RS,,0,
4120309,Porto Vitoria,PR,1,PR,,0,
1200393,Porto Walter,AC,1,AC,,0,
4315107,Porto Xavier,RS,1,RS,,0,
5218300,Posse,GO,1,GO,,0,
3152402,Pote,MG,1,MG,,0,
2311207,Potengi,CE,1,CE,,0,
3540754,Potim,SP,1,SP,,0,
2925402,Potiragua,BA,1,BA,,0,
3540804,Potirendaba,SP,1,SP,,0,
2311231,Potiretama,CE,1,CE,,0,
3152501,Pouso Alegre,MG,1,MG,,0,
3152600,Pouso Alto,MG,1,MG,,0,
4315131,Pouso Novo,RS,1,RS,,0,
4213708,Pouso Redondo,SC,1,SC,,0,
5107008,Poxoreo,MT,1,MT,,0,
1600550,Pracuuba,AP,1,AP,,0,
2925501,Prado,BA,1,BA,,0,
3540903,Pradopolis,SP,1,SP,,0,
3152709,Prados,MG,1,MG,,0,
3541000,Praia Grande,SP,1,SP,,0,
4213807,Praia Grande,SC,1,SC,,0,
1718303,Praia Norte,TO,1,TO,,0,
1506005,Prainha,PA,1,PA,,0,
4120358,Pranchita,PR,1,PR,,0,
2512200,Prata,PB,1,PB,,0,
3152808,Prata,MG,1,MG,,0,
2208601,Prata do Piaui,PI,1,PI,,0,
3152907,Pratapolis,MG,1,MG,,0,
3153004,Pratinha,MG,1,MG,,0,
4213906,Pres. Castelo Branco,SC,1,SC,,0,
4120408,Pres.Castelo Branco,PR,1,PR,,0,
2925758,Pres.Tancredo Neves,BA,1,BA,,0,
1303536,Presid. Figueiredo,AM,1,AM,,0,
2925709,Presid.Janio Quadros,BA,1,BA,,0,
3153301,Presid.Kubitschek,MG,1,MG,,0,
3541109,Presidente Alves,SP,1,SP,,0,
3153103,Presidente Bernardes,MG,1,MG,,0,
3541208,Presidente Bernardes,SP,1,SP,,0,
2109106,Presidente Dutra,MA,1,MA,,0,
2925600,Presidente Dutra,BA,1,BA,,0,
3541307,Presidente Epitacio,SP,1,SP,,0,
4214003,Presidente Getulio,SC,1,SC,,0,
2109205,Presidente Juscelino,MA,1,MA,,0,
2410306,Presidente Juscelino,RN,1,RN,,0,
3153202,Presidente Juscelino,MG,1,MG,,0,
1718402,Presidente Kennedy,TO,1,TO,,0,
3204302,Presidente Kennedy,ES,1,ES,,0,
4315149,Presidente Lucena,RS,1,RS,,0,
1100254,Presidente Medici,RO,1,RO,,0,
4214102,Presidente Nereu,SC,1,SC,,0,
3153400,Presidente Olegario,MG,1,MG,,0,
3541406,Presidente Prudente,SP,1,SP,,0,
2109304,Presidente Vargas,MA,1,MA,,0,
3541505,Presidente Venceslau,SP,1,SP,,0,
1506104,Primavera,PA,1,PA,,0,
2611408,Primavera,PE,1,PE,,0,
5107040,Primavera do Leste,MT,1,MT,,0,
1101476,Primavera Rondonia,RO,1,RO,,0,
2109403,Primeira Cruz,MA,1,MA,,0,
4120507,Primeiro de Maio,PR,1,PR,,0,
4214151,PRINCESA,SC,1,SC,,0,
2512309,Princesa Isabel,PB,1,PB,,0,
5218391,Professor Jamil,GO,1,GO,,0,
4315156,Progresso,RS,1,RS,,0,
3541604,Promissao,SP,1,SP,,0,
2805703,Propria,SE,1,SE,,0,
4315172,Protasio Alves,RS,1,RS,,0,
3153608,Prudente de Morais,MG,1,MG,,0,
4120606,Prudentopolis,PR,1,PR,,0,
2410405,Pureza,RN,1,RN,,0,
4315206,Putinga,RS,1,RS,,0,
2512408,Puxinana,PB,1,PB,,0,
4315305,Quarai,RS,1,RS,,0,
3153707,Quartel Geral,MG,1,MG,,0,
3541703,Quata,SP,1,SP,,0,
4120705,Quatigua,PR,1,PR,,0,
3304128,Quatis,RJ,1,RJ,,0,
4120804,Quatro Barras,PR,1,PR,,0,
4120853,Quatro Pontes,PR,1,PR,,0,
2707602,Quebrangulo,AL,1,AL,,0,
4120903,Quedas do Iguacu,PR,1,PR,,0,
2208650,Queimada Nova,PI,1,PI,,0,
2512507,Queimadas,PB,1,PB,,0,
2925808,Queimadas,BA,1,BA,,0,
3304144,Queimados,RJ,1,RJ,,0,
3541802,Queiroz,SP,1,SP,,0,
3541901,Queluz,SP,1,SP,,0,
3153806,Queluzita,MG,1,MG,,0,
5107065,Querencia,MT,1,MT,,0,
4121000,Querencia do Norte,PR,1,PR,,0,
4315321,Quevedos,RS,1,RS,,0,
2925907,Quijingue,BA,1,BA,,0,
4214201,Quilombo,SC,1,SC,,0,
4121109,Quinta do Sol,PR,1,PR,,0,
4315354,Quinze de Novembro,RS,1,RS,,0,
2611507,Quipapa,PE,1,PE,,0,
5218508,Quirinopolis,GO,1,GO,,0,
3304151,Quissama,RJ,1,RJ,,0,
3542008,Quitana,SP,1,SP,,0,
4121208,Quitandinha,PR,1,PR,,0,
2311264,Quiterianopolis,CE,1,CE,,0,
2512606,Quixaba,PB,1,PB,,0,
2611533,Quixaba,PE,1,PE,,0,
2925931,Quixabeira,BA,1,BA,,0,
2311306,Quixada,CE,1,CE,,0,
2311355,Quixelo,CE,1,CE,,0,
2311405,Quixeramobim,CE,1,CE,,0,
2311504,Quixere,CE,1,CE,,0,
2410504,Rafael Fernandes,RN,1,RN,,0,
2410603,Rafael Godeiro,RN,1,RN,,0,
2925956,Rafael Jambeiro,BA,1,BA,,0,
3542107,Rafard,SP,1,SP,,0,
4121257,Ramilandia,PR,1,PR,,0,
3542206,Rancharia,SP,1,SP,,0,
4121356,Rancho A D'Oeste,PR,1,PR,,0,
4121307,Rancho Alegre,PR,1,PR,,0,
4214300,Rancho Queimado,SC,1,SC,,0,
3153905,Raposos,MG,1,MG,,0,
3154002,Raul Soares,MG,1,MG,,0,
4121406,Realeza,PR,1,PR,,0,
4121505,Reboucas,PR,1,PR,,0,
2611606,Recife,PE,1,PE,,0,
3154101,Recreio,MG,1,MG,,0,
1718501,Recursolandia,TO,1,TO,,0,
1506138,Redencao,PA,1,PA,,0,
3542305,Redencao da Serra,SP,1,SP,,0,
2208700,Redencao do Gurgueia,PI,1,PI,,0,
4315404,Redentora,RS,1,RS,,0,
2208809,Regeneracao,PI,1,PI,,0,
3542404,Regente Feijo,SP,1,SP,,0,
3542503,Reginopolis,SP,1,SP,,0,
3542602,Registro,SP,1,SP,,0,
4315453,Relvado,RS,1,RS,,0,
2926004,Remanso,BA,1,BA,,0,
2512705,Remigio,PB,1,PB,,0,
4121604,Renascenca,PR,1,PR,,0,
2311603,Rendencao,CE,1,CE,,0,
2311702,Reriutaba,CE,1,CE,,0,
3304201,Resende,RJ,1,RJ,,0,
3154200,Resende Costa,MG,1,MG,,0,
4121703,Reserva,PR,1,PR,,0,
5107156,Reserva do Cabacal,MT,1,MT,,0,
3154309,Resplendor,MG,1,MG,,0,
3154408,Ressaquinha,MG,1,MG,,0,
3542701,Restinga,SP,1,SP,,0,
4315503,Restinga Seca,RS,1,RS,,0,
2926103,Retirolandia,BA,1,BA,,0,
2109502,Riachao,MA,1,MA,,0,
2926202,Riachao das Neves,BA,1,BA,,0,
2805802,Riachao do Dantas,SE,1,SE,,0,
2926301,Riachao do Jacuipe,BA,1,BA,,0,
1718550,Riachinho,TO,1,TO,,0,
3154457,Riachinho,MG,1,MG,,0,
2410702,Riacho da Cruz,RN,1,RN,,0,
2611705,Riacho das Almas,PE,1,PE,,0,
2410801,Riacho de Santana,RN,1,RN,,0,
2926400,Riacho de Santana,BA,1,BA,,0,
2512804,Riacho dos Cavalos,PB,1,PB,,0,
3154507,Riacho dos Machados,MG,1,MG,,0,
2410900,Riachuelo,RN,1,RN,,0,
2805901,Riachuelo,SE,1,SE,,0,
5218607,Rialma,GO,1,GO,,0,
5218706,Rianapolis,GO,1,GO,,0,
5007109,Ribas do Rio Pardo,MS,1,MS,,0,
3542800,Ribeira,SP,1,SP,,0,
2926509,Ribeira do Amparo,BA,1,BA,,0,
2926608,Ribeira do Pombal,BA,1,BA,,0,
2611804,Ribeirao,PE,1,PE,,0,
3542909,Ribeirao Bonito,SP,1,SP,,0,
3543006,Ribeirao Branco,SP,1,SP,,0,
5107180,Ribeirao Cascalheira,MT,1,MT,,0,
4121802,Ribeirao Claro,PR,1,PR,,0,
3543105,Ribeirao Corrente,SP,1,SP,,0,
3154606,Ribeirao das Neves,MG,1,MG,,0,
2926657,Ribeirao do Largo,BA,1,BA,,0,
4121901,Ribeirao do Pinhal,PR,1,PR,,0,
3543204,Ribeirao do Sul,SP,1,SP,,0,
3543253,Ribeirao Grande,SP,1,SP,,0,
3543303,Ribeirao Pires,SP,1,SP,,0,
3543402,Ribeirao Preto,SP,1,SP,,0,
3154705,Ribeirao Vermelho,MG,1,MG,,0,
5107198,Ribeiraozinho,MT,1,MT,,0,
2208908,Ribeiro Goncalves,PI,1,PI,,0,
2806008,Ribeiropolis,SE,1,SE,,0,
3543600,Rifaina,SP,1,SP,,0,
3543709,Rincao,SP,1,SP,,0,
3543808,Rinopolis,SP,1,SP,,0,
3154804,Rio Acima,MG,1,MG,,0,
4122008,Rio Azul,PR,1,PR,,0,
3204351,Rio Bananal,ES,1,ES,,0,
4122107,Rio Bom,PR,1,PR,,0,
3304300,Rio Bonito,RJ,1,RJ,,0,
4122156,Rio Bonito do Iguacu,PR,1,PR,,0,
1200401,Rio Branco,AC,1,AC,,0,
5107206,Rio Branco,MT,1,MT,,0,
4122206,Rio Branco do Sul,PR,1,PR,,0,
5007208,Rio Brilhante,MS,1,MS,,0,
3154903,Rio Casca,MG,1,MG,,0,
3304409,Rio Claro,RJ,1,RJ,,0,
3543907,Rio Claro,SP,1,SP,,0,
1100262,Rio Crespo,RO,1,RO,,0,
1718659,Rio da Conceicao,TO,1,TO,,0,
4214409,Rio das Antas,SC,1,SC,,0,
3304508,Rio das Flores,RJ,1,RJ,,0,
3304524,Rio das Ostras,RJ,1,RJ,,0,
3544004,Rio das Pedras,SP,1,SP,,0,
2926707,Rio de Contas,BA,1,BA,,0,
3304557,Rio de Janeiro,RJ,1,RJ,,0,
2926806,Rio do Antonio,BA,1,BA,,0,
4214508,Rio do Campo,SC,1,SC,,0,
2926905,Rio do Pires,BA,1,BA,,0,
3155108,Rio do Prado,MG,1,MG,,0,
4214805,Rio do Sul,SC,1,SC,,0,
3155009,Rio Doce,MG,1,MG,,0,
4214607,Rio d'Oeste,SC,1,SC,,0,
1718709,Rio dos Bois,TO,1,TO,,0,
4214706,Rio dos Cedros,SC,1,SC,,0,
4315552,Rio dos çndios,RS,1,RS,,0,
3155207,Rio Espera,MG,1,MG,,0,
2611903,Rio Formoso,PE,1,PE,,0,
4214904,Rio Fortuna,SC,1,SC,,0,
4315602,Rio Grande,RS,1,RS,,0,
3544103,Rio Grande da Serra,SP,1,SP,,0,
2209005,Rio Grande do Piaui,PI,1,PI,,0,
2707701,Rio Largo,AL,1,AL,,0,
3155306,Rio Manso,MG,1,MG,,0,
1506161,Rio Maria,PA,1,PA,,0,
4215000,Rio Negrinho,SC,1,SC,,0,
4122305,Rio Negro,PR,1,PR,,0,
5007307,Rio Negro,MS,1,MS,,0,
3155405,Rio Novo,MG,1,MG,,0,
3204401,Rio Novo do Sul,ES,1,ES,,0,
3155504,Rio Paranaiba,MG,1,MG,,0,
4315701,Rio Pardo,RS,1,RS,,0,
3155603,Rio Pardo de Minas,MG,1,MG,,0,
3155702,Rio Piracicaba,MG,1,MG,,0,
3155801,Rio Pomba,MG,1,MG,,0,
3155900,Rio Preto,MG,1,MG,,0,
1303569,Rio Preto da Eva,AM,1,AM,,0,
5218789,Rio Quente,GO,1,GO,,0,
2927002,Rio Real,BA,1,BA,,0,
4215059,Rio Rufino,SC,1,SC,,0,
1718758,Rio Sono,TO,1,TO,,0,
2512903,Rio Tinto,PB,1,PB,,0,
5218805,Rio Verde,GO,1,GO,,0,
5007406,Rio Verde Mto Grosso,MS,1,MS,,0,
3156007,Rio Vermelho,MG,1,MG,,0,
3544202,Riolandia,SP,1,SP,,0,
4315750,Riozinho,RS,1,RS,,0,
4215075,Riqueza,SC,1,SC,,0,
3156106,Ritapolis,MG,1,MG,,0,
3543501,Riversul,SP,1,SP,,0,
4315800,Roca Sales,RS,1,RS,,0,
5007505,Rochedo,MS,1,MS,,0,
3156205,Rochedo de Minas,MG,1,MG,,0,
4215109,Rodeio,SC,1,SC,,0,
4315909,Rodeio Bonito,RS,1,RS,,0,
3156304,Rodeiro,MG,1,MG,,0,
2927101,Rodelas,BA,1,BA,,0,
2411007,Rodolfo Fernandes,RN,1,RN,,0,
1200427,Rodrigues Alves,AC,1,AC,,0,
4122404,Rolandia,PR,1,PR,,0,
4316006,Rolante,RS,1,RS,,0,
1100288,Rolim de Moura,RO,1,RO,,0,
3156403,Romaria,MG,1,MG,,0,
4215208,Romelandia,SC,1,SC,,0,
4122503,Roncador,PR,1,PR,,0,
4316105,Ronda Alta,RS,1,RS,,0,
4316204,Rondinha,RS,1,RS,,0,
4122602,Rondon,PR,1,PR,,0,
1506187,Rondon do Para,PA,1,PA,,0,
5107602,Rondonopolis,MT,1,MT,,0,
4316303,Roque Gonzales,RS,1,RS,,0,
3544251,Rosana,SP,1,SP,,0,
2109601,Rosario,MA,1,MA,,0,
2806107,Rosario do Catete,SE,1,SE,,0,
4122651,Rosario do Ivai,PR,1,PR,,0,
4316402,Rosario do Sul,RS,1,RS,,0,
5107701,Rosario Oeste,MT,1,MT,,0,
3544301,Roseira,SP,1,SP,,0,
2707800,Roteiro,AL,1,AL,,0,
3156502,Rubelita,MG,1,MG,,0,
3544400,Rubiacea,SP,1,SP,,0,
5218904,Rubiataba,GO,1,GO,,0,
3156601,Rubim,MG,1,MG,,0,
3544509,Rubineia,SP,1,SP,,0,
1506195,Ruropolis,PA,1,PA,,0,
2311801,Russas,CE,1,CE,,0,
2411106,Ruy Barbosa,RN,1,RN,,0,
2927200,Ruy Barbosa,BA,1,BA,,0,
1507151,S. Domingos Araguaia,PA,1,PA,,0,
1303809,S. Gabriel Cachoeira,AM,1,AM,,0,
1507458,S. Geraldo Araguaia,PA,1,PA,,0,
3549201,S. Joao Duas Pontes,SP,1,SP,,0,
2613404,S. Jose Coroa Grande,PE,1,PE,,0,
5220108,S. Luis Montes Belos,GO,1,GO,,0,
3548054,S.Antonio Aracangua,SP,1,SP,,0,
3125507,S.Goncalo Rio Preto,MG,1,MG,,0,
3162203,S.J. Batista Gloria,MG,1,MG,,0,
2500700,S.Joao Rio do Peixe,PB,1,PB,,0,
2514206,S.Jose Lagoa Tapada,PB,1,PB,,0,
5107107,S.Jose Quatro Marcos,MT,1,MT,,0,
3305158,S.Jose Vale R.Preto,RJ,1,RJ,,0,
5220264,S.Miguel Pas.Quatro,GO,1,GO,,0,
2111607,S.Raim. Mangabeiras,MA,1,MA,,0,
1720259,S.Salvador Tocantins,TO,1,TO,,0,
2515203,S.Sebast. Umbuzeiro,PB,1,PB,,0,
2515104,S.Sebast.Lagoa Roca,PB,1,PB,,0,
1507706,S.Sebastiao B.Vista,PA,1,PA,,0,
1720309,S.Sebastiao Tocantin,TO,1,TO,,0,
1720499,S.Valerio Natividade,TO,1,TO,,0,
3156700,Sabara,MG,1,MG,,0,
4122701,Sabaudia,PR,1,PR,,0,
3544608,Sabino,SP,1,SP,,0,
3156809,Sabinopolis,MG,1,MG,,0,
2311900,Saboeiro,CE,1,CE,,0,
3156908,Sacramento,MG,1,MG,,0,
4316428,Sagrada Familia,RS,1,RS,,0,
3544707,Sagres,SP,1,SP,,0,
2612000,Saire,PE,1,PE,,0,
4316436,Saldanha Marinho,RS,1,RS,,0,
3544806,Sales,SP,1,SP,,0,
3544905,Sales Oliveira,SP,1,SP,,0,
3545001,Salesopolis,SP,1,SP,,0,
4215307,Salete,SC,1,SC,,0,
2513000,Salgadinho,PB,1,PB,,0,
2612109,Salgadinho,PE,1,PE,,0,
2806206,Salgado,SE,1,SE,,0,
2513109,Salgado de Sao Felix,PB,1,PB,,0,
4122800,Salgado Filho,PR,1,PR,,0,
2612208,Salgueiro,PE,1,PE,,0,
3157005,Salinas,MG,1,MG,,0,
2927309,Salinas da Margarida,BA,1,BA,,0,
1506203,Salinopolis,PA,1,PA,,0,
2311959,Salitre,CE,1,CE,,0,
3545100,Salmourao,SP,1,SP,,0,
2612307,Saloa,PE,1,PE,,0,
3545159,Saltinho,SP,1,SP,,0,
4215356,SALTINHO,SC,1,SC,,0,
3545209,Salto,SP,1,SP,,0,
3157104,Salto da Divisa,MG,1,MG,,0,
3545308,Salto de Pirapora,SP,1,SP,,0,
